Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.05    129.60     0.06 219978487     0.00     0.00  Perl_sv_cmp
  0.05    129.66     0.06  5397588     0.00     0.00  Perl_pp_enter
  0.05    129.72     0.06  1407083     0.00     0.00  Perl_pp_push
  0.05    129.78     0.06    29768     0.00     0.00  Perl_do_kv
  0.04    129.83     0.05 27634560     0.00     0.00  Perl_save_clearsv
  0.04    129.88     0.05 21574994     0.00     0.00  Perl_pp_not
  0.04    129.93     0.05  7026593     0.00     0.00  Perl_sv_mortalcopy_flags
  0.04    129.98     0.05   320885     0.00     0.00  Perl_gv_fetchpvn_flags
  0.03    130.02     0.04 22471578     0.00     0.00  Perl_sv_2mortal
  0.03    130.06     0.04  8734134     0.00     0.00  Perl_sv_grow
  0.03    130.10     0.04  1016752     0.00     0.00  S_regcppush
  0.03    130.14     0.04   594285     0.00     0.00  Perl_pp_add
  0.03    130.18     0.04      181     0.00     0.00  Perl_more_bodies
  0.03    130.22     0.04       27     0.00     0.00  Perl_tmps_grow_p
  0.03    130.25     0.04  3306848     0.00     0.00  Perl_av_store
  0.02    130.28     0.03   722646     0.00     0.00  S_hv_free_ent_ret
  0.02    130.31     0.03   633467     0.00     0.00  Perl_hv_common_key_len
  0.02    130.34     0.03    94668     0.00     0.00  Perl_regfree_internal
  0.02    130.37     0.03    67362     0.00     0.00  Perl_pp_stringify
  0.02    130.40     0.03                             Perl_vnewSVpvf
  0.02    130.43     0.03 12667207     0.00     0.00  Perl_pp_pushmark
  0.02    130.46     0.03  1818105     0.00     0.00  Perl_magic_get
  0.02    130.49     0.03  1730408     0.00     0.00  Perl_sv_catsv_flags
  0.02    130.52     0.03   675959     0.00     0.00  S_sv_2iuv_common
  0.02    130.55     0.03   655371     0.00     0.00  Perl_pp_substr
  0.02    130.58     0.03   527599     0.00     0.00  Perl_av_clear
  0.02    130.61     0.03   520098     0.00     0.00  Perl_pp_last
  0.02    130.64     0.03   451981     0.00     0.00  Perl_pp_return
  0.02    130.67     0.03   435580     0.00     0.00  Perl_pp_mapwhile
  0.02    130.70     0.03   191800     0.00     0.00  S_reg
  0.02    130.73     0.03    33365     0.00     0.00  Perl_pp_gmtime
  0.02    130.76     0.03    29798     0.00     0.00  S_hsplit
  0.02    130.79     0.03    12034     0.00     0.00  shafinish
  0.02    130.82     0.03                             Perl_sv_newref
  0.02    130.84     0.02 22613172     0.00     0.00  Perl_unshare_hek
  0.02    130.86     0.02  6569398     0.00     0.00  Perl_sv_setpvn
  0.02    130.88     0.02  4485691     0.00     0.00  Perl_pp_defined
  0.02    130.90     0.02  4099307     0.00     0.00  Perl_pp_leave
  0.02    130.92     0.02  2244418     0.00     0.00  S_setup_EXACTISH_ST_c1_c2
  0.02    130.94     0.02  2243642     0.00     0.00  Perl_pp_shift
  0.02    130.96     0.02  2089513     0.00     0.00  Perl_newSVpvn_flags
  0.02    130.98     0.02  1806388     0.00     0.00  Perl_reg_numbered_buff_fetch
  0.02    131.00     0.02   591843     0.00     0.00  Perl_mg_magical
  0.02    131.02     0.02   591405     0.00     0.00  S_next_symbol
  0.02    131.04     0.02   396077     0.00     0.00  Perl_pp_aelem
  0.02    131.06     0.02   302654     0.00     0.00  S_sv_unmagicext_flags
  0.02    131.08     0.02   137401     0.00     0.00  Perl_re_op_compile
  0.02    131.10     0.02   137401     0.00     0.00  S_concat_pat
  0.02    131.12     0.02   123601     0.00     0.00  Perl_pp_ncmp
  0.02    131.14     0.02    87537     0.00     0.00  Perl_sv_gets
  0.02    131.16     0.02    84622     0.00     0.00  Perl_pp_le
  0.02    131.18     0.02    15551     0.00     0.00  Perl_sv_chop
  0.02    131.20     0.02                             Perl_cxinc
  0.01    131.22     0.02    29921     0.00     0.00  Perl_hv_iterinit
  0.01    131.23     0.01 20957328     0.00     0.00  Perl_save_vptr
  0.01    131.24     0.01 20846600     0.00     0.00  Perl_hv_iterkeysv
  0.01    131.25     0.01  4763700     0.00     0.00  Perl_newSV
  0.01    131.26     0.01  3312008     0.00     0.00  S_restore_magic
  0.01    131.27     0.01  2238779     0.00     0.00  Perl_av_shift
  0.01    131.28     0.01  1544851     0.00     0.00  Perl_rxres_save
  0.01    131.29     0.01  1488774     0.00     0.00  Perl_safesyscalloc
  0.01    131.30     0.01  1393060     0.00     0.00  Perl_pp_i_eq
  0.01    131.31     0.01  1341392     0.00     0.00  Perl_pp_rv2sv
  0.01    131.32     0.01   943244     0.00     0.00  Perl_pp_srefgen
  0.01    131.33     0.01   748603     0.00     0.00  Perl_cast_iv
  0.01    131.34     0.01   718982     0.00     0.00  Perl_pp_method_named
  0.01    131.35     0.01   705013     0.00     0.00  Perl_hfree_next_entry
  0.01    131.36     0.01   602513     0.00     0.00  Perl_block_gimme
  0.01    131.37     0.01   596756     0.00     0.00  S_unwind_loop
  0.01    131.38     0.01   576595     0.00     0.00  Perl_sv_setnv
  0.01    131.39     0.01   547213     0.00     0.00  Perl_pp_helem
  0.01    131.40     0.01   543034     0.00     0.00  spec_genrand_int32
  0.01    131.41     0.01   517918     0.00     0.00  Perl_magic_methcall
  0.01    131.42     0.01   517908     0.00     0.00  XS_arybase_FETCH
  0.01    131.43     0.01   516711     0.00     0.00  Perl_pp_gt
  0.01    131.44     0.01   456946     0.00     0.00  Perl_newSV_type
  0.01    131.45     0.01   390026     0.00     0.00  Perl_pp_sprintf
  0.01    131.46     0.01   306426     0.00     0.00  Perl_pp_av2arylen
  0.01    131.47     0.01   251904     0.00     0.00  Perl_sv_unmagic
  0.01    131.48     0.01   219397     0.00     0.00  Perl_do_join
  0.01    131.49     0.01   219397     0.00     0.00  Perl_pp_join
  0.01    131.50     0.01   207906     0.00     0.00  S_regcppop
  0.01    131.51     0.01   199061     0.00     0.00  Perl_sv_2nv_flags
  0.01    131.52     0.01   186710     0.00     0.00  Perl_pp_ucfirst
  0.01    131.53     0.01   136306     0.00     0.00  Perl_pp_regcomp
  0.01    131.54     0.01   124841     0.00     0.00  Perl_pp_splice
  0.01    131.55     0.01   118457     0.00     0.00  Perl_sv_tainted
  0.01    131.56     0.01   118039     0.00     0.00  Perl_sv_pvn_force_flags
  0.01    131.57     0.01   117215     0.00     0.00  Perl_grok_number_flags
  0.01    131.58     0.01    94697     0.00     0.00  Perl_pregfree2
  0.01    131.59     0.01    69898     0.00     0.00  Perl_pp_multiply
  0.01    131.60     0.01    67372     0.00     0.00  Perl_sv_copypv_flags
  0.01    131.61     0.01    66580     0.00     0.00  S_scan_str
  0.01    131.62     0.01    65964     0.00     0.00  Perl_pp_scmp
  0.01    131.63     0.01    63619     0.00     0.00  Perl_save_I32
  0.01    131.64     0.01    56450     0.00     0.00  Perl_pp_subtract
  0.01    131.65     0.01    42748     0.00     0.00  Perl_hv_clear
  0.01    131.66     0.01    38563     0.00     0.00  S_gv_stashsvpvn_cached
  0.01    131.67     0.01    36984     0.00     0.00  Perl_sv_setpv
  0.01    131.68     0.01    36014     0.00     0.00  Perl_pad_findmy_pvn
  0.01    131.69     0.01    36014     0.00     0.00  S_pad_findlex
  0.01    131.70     0.01    33365     0.00     0.00  S_gmtime64_r
  0.01    131.71     0.01    32044     0.00     0.00  Perl_pp_anonhash
  0.01    131.72     0.01    28213     0.00     0.00  Perl_magic_setsig
  0.01    131.73     0.01    24507     0.00     0.00  S_rv2gv
  0.01    131.74     0.01    24214     0.00     0.00  shawrite
  0.01    131.75     0.01    19625     0.00     0.00  Perl_pp_pack
  0.01    131.76     0.01    15079     0.00     0.00  Perl_create_eval_scope
  0.01    131.77     0.01    14107     0.00     0.00  Perl_save_hdelete
  0.01    131.78     0.01    12900     0.00     0.00  S_curse
  0.01    131.79     0.01    12359     0.00     0.00  Perl_do_trans
  0.01    131.80     0.01    12247     0.00     0.00  Perl_newSVpv
  0.01    131.81     0.01     5741     0.00     0.00  Perl_sv_backoff
  0.01    131.82     0.01      185     0.00     0.00  Perl_yyparse
  0.01    131.83     0.01      177     0.00     0.00  Perl_softref2xv
  0.01    131.84     0.01      102     0.00     0.00  S_negate_string
  0.01    131.85     0.01       77     0.00     0.00  Perl_gv_stashpv
  0.01    131.86     0.01       77     0.00     0.00  Perl_newSVrv
  0.01    131.87     0.01       33     0.00     0.00  XS_UNIVERSAL_isa
  0.01    131.88     0.01        5     0.00     0.00  Perl_get_hv
  0.01    131.89     0.01        3     0.00     0.00  Perl_reg_qr_package
  0.01    131.90     0.01        2     0.01     0.01  Perl_pp_reverse
  0.01    131.91     0.01        2     0.01     0.01  Perl_sv_rvweaken
  0.01    131.92     0.01        1     0.01     8.65  Perl_sv_clean_objs
  0.01    131.93     0.01        1     0.01     0.01  boot_arybase
  0.01    131.94     0.01                             Perl_pp_i_ge
  0.01    131.95     0.01                             Perl_pp_pos
  0.01    131.96     0.01                             Perl_pp_right_shift
  0.01    131.97     0.01                             Perl_sv_2pvutf8
  0.01    131.98     0.01                             Perl_sv_pos_b2u
  0.01    131.99     0.01                             Perl_sv_setiv_mg
  0.01    132.00     0.01                             Perl_translate_substr_offsets
  0.00    132.00     0.01   227683     0.00     0.00  Perl_gp_ref
  0.00    132.01     0.01   218126     0.00     0.00  Perl_gp_free
  0.00    132.01     0.01    88650     0.00     0.00  Perl_list
  0.00    132.02     0.01    33699     0.00     0.00  Perl_scalarvoid
  0.00    132.02     0.01     6433     0.00     0.00  Perl_av_unshift
  0.00    132.03     0.01        1     0.01     0.01  Perl_av_create_and_unshift_one
  0.00    132.03     0.01                             S_adjust_index
  0.00    132.03     0.00  8147073     0.00     0.00  Perl_safesysmalloc
  0.00    132.03     0.00  5700718     0.00     0.00  Perl_mg_find
  0.00    132.03     0.00  3561264     0.00     0.00  Perl_sv_newmortal
  0.00    132.03     0.00  3312007     0.00     0.00  Perl_save_alloc
  0.00    132.03     0.00  1994659     0.00     0.00  Perl_sv_unref_flags
  0.00    132.03     0.00  1614879     0.00     0.00  Perl_pp_bit_and
  0.00    132.03     0.00  1261276     0.00     0.00  Perl_pp_padav
  0.00    132.03     0.00  1238870     0.00     0.00  Perl_sv_setuv
  0.00    132.03     0.00  1141490     0.00     0.00  Perl_mg_find_mglob
  0.00    132.03     0.00  1139937     0.00     0.00  Perl_sv_2iv_flags
  0.00    132.03     0.00  1082537     0.00     0.00  Perl_pp_aelemfast
  0.00    132.03     0.00   956240     0.00     0.00  Perl_mg_set
  0.00    132.03     0.00   943244     0.00     0.00  S_refto
  0.00    132.03     0.00   938500     0.00     0.00  Perl_sv_2pv_flags
  0.00    132.03     0.00   922517     0.00     0.00  Perl_magic_setmglob
  0.00    132.03     0.00   813538     0.00     0.00  Perl_dounwind
  0.00    132.03     0.00   723533     0.00     0.00  Perl_av_extend
  0.00    132.03     0.00   718986     0.00     0.00  S_opmethod_stash
  0.00    132.03     0.00   613675     0.00     0.00  Perl_newSViv
  0.00    132.03     0.00   598560     0.00     0.00  Perl_pp_pushre
  0.00    132.03     0.00   582466     0.00     0.00  S_nextchar
  0.00    132.03     0.00   580939     0.00     0.00  Perl_re_intuit_string
  0.00    132.03     0.00   573344     0.00     0.00  Perl_pp_lt
  0.00    132.03     0.00   571228     0.00     0.00  Perl_pp_int
  0.00    132.03     0.00   548695     0.00     0.00  Perl_cast_uv
  0.00    132.03     0.00   543120     0.00     0.00  Perl_isinfnan
  0.00    132.03     0.00   543034     0.00     0.00  Perl_pp_rand
  0.00    132.03     0.00   543034     0.00     0.00  Perl_sv_setnv_mg
  0.00    132.03     0.00   543034     0.00     0.00  spec_rand
  0.00    132.03     0.00   535079     0.00     0.00  Perl_pp_ref
  0.00    132.03     0.00   518140     0.00     0.00  Perl_call_sv
  0.00    132.03     0.00   517918     0.00     0.00  Perl_magic_getpack
  0.00    132.03     0.00   517918     0.00     0.00  S_magic_methcall1
  0.00    132.03     0.00   517908     0.00     0.00  Perl_refcounted_he_fetch_pvn
  0.00    132.03     0.00   509336     0.00     0.00  Perl_cop_fetch_label
  0.00    132.03     0.00   494638     0.00     0.00  Perl_pp_undef
  0.00    132.03     0.00   445089     0.00     0.00  Perl_pp_list
  0.00    132.03     0.00   440414     0.00     0.00  Perl_isinfnansv
  0.00    132.03     0.00   429073     0.00     0.00  Perl_pp_sne
  0.00    132.03     0.00   390075     0.00     0.00  Perl_sv_vsetpvfn
  0.00    132.03     0.00   390026     0.00     0.00  Perl_do_sprintf
  0.00    132.03     0.00   372172     0.00     0.00  Perl__to_fold_latin1
  0.00    132.03     0.00   288039     0.00     0.00  Perl_mg_free
  0.00    132.03     0.00   288036     0.00     0.00  S_mg_free_struct
  0.00    132.03     0.00   275384     0.00     0.00  Perl_sv_magicext_mglob
  0.00    132.03     0.00   272343     0.00     0.00  Perl_yylex
  0.00    132.03     0.00   266261     0.00     0.00  Perl_pp_unpack
  0.00    132.03     0.00   266261     0.00     0.00  Perl_unpackstring
  0.00    132.03     0.00   266261     0.00     0.00  S_unpack_rec
  0.00    132.03     0.00   257003     0.00     0.00  Perl_newRV_noinc
  0.00    132.03     0.00   239126     0.00     0.00  Perl_sv_2bool_flags
  0.00    132.03     0.00   224485     0.00     0.00  Perl_av_make
  0.00    132.03     0.00   224485     0.00     0.00  Perl_pp_anonlist
  0.00    132.03     0.00   219136     0.00     0.00  Perl_gv_fetchsv
  0.00    132.03     0.00   217320     0.00     0.00  Perl_pp_grepstart
  0.00    132.03     0.00   212071     0.00     0.00  Perl_save_generic_svref
  0.00    132.03     0.00   208943     0.00     0.00  Perl_do_ncmp
  0.00    132.03     0.00   206703     0.00     0.00  Perl_save_gp
  0.00    132.03     0.00   205380     0.00     0.00  Perl_foldEQ_latin1
  0.00    132.03     0.00   204745     0.00     0.00  Perl_scalar
  0.00    132.03     0.00   199603     0.00     0.00  Perl_Slab_Alloc
  0.00    132.03     0.00   192492     0.00     0.00  S_scan_commit
  0.00    132.03     0.00   192374     0.00     0.00  S_regbranch
  0.00    132.03     0.00   192056     0.00     0.00  S_alloc_maybe_populate_EXACT
  0.00    132.03     0.00   188894     0.00     0.00  S_sortcv
  0.00    132.03     0.00   183705     0.00     0.00  Perl_sv_2cv
  0.00    132.03     0.00   182692     0.00     0.00  Perl_pp_rv2cv
  0.00    132.03     0.00   171617     0.00     0.00  Perl_newSVsv
  0.00    132.03     0.00   154207     0.00     0.00  Perl_hv_iterval
  0.00    132.03     0.00   144718     0.00     0.00  Perl_pp_enteriter
  0.00    132.03     0.00   139606     0.00     0.00  Perl_save_scalar
  0.00    132.03     0.00   130428     0.00     0.00  PerlIO_isutf8
  0.00    132.03     0.00   124891     0.00     0.00  Perl_pp_quotemeta
  0.00    132.03     0.00   123744     0.00     0.00  Perl_save_padsv_and_mortalize
  0.00    132.03     0.00   118495     0.00     0.00  Perl_hv_free_ent
  0.00    132.03     0.00   117215     0.00     0.00  Perl_grok_number
  0.00    132.03     0.00   116061     0.00     0.00  Perl_op_clear
  0.00    132.03     0.00   115671     0.00     0.00  S_gv_init_svtype
  0.00    132.03     0.00    94131     0.00     0.00  Perl_pp_wantarray
  0.00    132.03     0.00    90986     0.00     0.00  Perl_get_cvn_flags
  0.00    132.03     0.00    89959     0.00     0.00  PerlIOBuf_get_cnt
  0.00    132.03     0.00    89773     0.00     0.00  Perl_pp_ge
  0.00    132.03     0.00    89139     0.00     0.00  PerlIOBuf_get_ptr
  0.00    132.03     0.00    89139     0.00     0.00  PerlIOBuf_set_ptrcnt
  0.00    132.03     0.00    88357     0.00     0.00  Perl_PerlIO_get_cnt
  0.00    132.03     0.00    88357     0.00     0.00  Perl_PerlIO_get_ptr
  0.00    132.03     0.00    88357     0.00     0.00  Perl_PerlIO_set_ptrcnt
  0.00    132.03     0.00    87537     0.00     0.00  PerlIO_fast_gets
  0.00    132.03     0.00    87357     0.00     0.00  Perl_lex_next_chunk
  0.00    132.03     0.00    87315     0.00     0.00  S_incline
  0.00    132.03     0.00    87145     0.00     0.00  Perl_newSVOP
  0.00    132.03     0.00    86824     0.00     0.00  Perl_ck_svconst
  0.00    132.03     0.00    82079     0.00     0.00  Perl_op_sibling_splice
  0.00    132.03     0.00    76658     0.00     0.00  Perl_pp_next
  0.00    132.03     0.00    71734     0.00     0.00  Perl_ck_null
  0.00    132.03     0.00    67963     0.00     0.00  Perl_op_append_elem
  0.00    132.03     0.00    65957     0.00     0.00  S_sublex_start
  0.00    132.03     0.00    64781     0.00     0.00  Perl_pp_aslice
  0.00    132.03     0.00    64542     0.00     0.00  S_tokeq
  0.00    132.03     0.00    62319     0.00     0.00  Perl_lex_read_space
  0.00    132.03     0.00    61574     0.00     0.00  Perl_pp_uc
  0.00    132.03     0.00    57829     0.00     0.00  Perl_try_amagic_bin
  0.00    132.03     0.00    56460     0.00     0.00  Perl_sv_inc_nomg
  0.00    132.03     0.00    56380     0.00     0.00  Perl_sv_inc
  0.00    132.03     0.00    52082     0.00     0.00  Perl_pp_each
  0.00    132.03     0.00    51928     0.00     0.00  Perl_pad_push
  0.00    132.03     0.00    50048     0.00     0.00  Perl_pp_padhv
  0.00    132.03     0.00    44189     0.00     0.00  S_skipspace_flags
  0.00    132.03     0.00    43000     0.00     0.00  Perl_sv_ref
  0.00    132.03     0.00    42455     0.00     0.00  S_parse_ident
  0.00    132.03     0.00    42075     0.00     0.00  PerlIOBase_error
  0.00    132.03     0.00    42075     0.00     0.00  Perl_PerlIO_error
  0.00    132.03     0.00    42073     0.00     0.00  Perl_do_print
  0.00    132.03     0.00    42041     0.00     0.00  PerlIOBuf_write
  0.00    132.03     0.00    42041     0.00     0.00  Perl_PerlIO_write
  0.00    132.03     0.00    41264     0.00     0.00  S_fold_constants
  0.00    132.03     0.00    39520     0.00     0.00  Perl_save_pushptrptr
  0.00    132.03     0.00    39248     0.00     0.00  S_sv_check_infnan
  0.00    132.03     0.00    38661     0.00     0.00  Perl_hv_undef_flags
  0.00    132.03     0.00    38137     0.00     0.00  Perl_pp_flip
  0.00    132.03     0.00    38137     0.00     0.00  Perl_pp_flop
  0.00    132.03     0.00    38137     0.00     0.00  Perl_pp_range
  0.00    132.03     0.00    37869     0.00     0.00  Perl_hv_kill_backrefs
  0.00    132.03     0.00    32000     0.00     0.00  Perl_pp_i_subtract
  0.00    132.03     0.00    31109     0.00     0.00  Perl_sv_dec
  0.00    132.03     0.00    31109     0.00     0.00  Perl_sv_dec_nomg
  0.00    132.03     0.00    30761     0.00     0.00  Perl_share_hek
  0.00    132.03     0.00    27538     0.00     0.00  Perl_sv_magicext
  0.00    132.03     0.00    27094     0.00     0.00  Perl_newOP
  0.00    132.03     0.00    26864     0.00     0.00  Perl_hv_backreferences_p
  0.00    132.03     0.00    25323     0.00     0.00  Perl_gv_stashsv
  0.00    132.03     0.00    25119     0.00     0.00  Perl_newUNOP
  0.00    132.03     0.00    24507     0.00     0.00  Perl_pp_rv2gv
  0.00    132.03     0.00    22586     0.00     0.00  S_scan_ident
  0.00    132.03     0.00    21799     0.00     0.00  S_intuit_more
  0.00    132.03     0.00    21048     0.00     0.00  Perl_refcounted_he_inc
  0.00    132.03     0.00    20975     0.00     0.00  Perl_save_aliased_sv
  0.00    132.03     0.00    20783     0.00     0.00  Perl_savepvn
  0.00    132.03     0.00    20147     0.00     0.00  Perl_sv_magic
  0.00    132.03     0.00    19625     0.00     0.00  S_pack_rec
  0.00    132.03     0.00    19622     0.00     0.00  Perl_pp_abs
  0.00    132.03     0.00    19470     0.00     0.00  Perl_newSVREF
  0.00    132.03     0.00    19347     0.00     0.00  Perl_magic_set
  0.00    132.03     0.00    19282     0.00     0.00  PerlIOBase_noop_ok
  0.00    132.03     0.00    19282     0.00     0.00  PerlIOBuf_flush
  0.00    132.03     0.00    18390     0.00     0.00  PerlIOUnix_write
  0.00    132.03     0.00    18297     0.00     0.00  Perl_op_append_list
  0.00    132.03     0.00    17909     0.00     0.00  Perl_PerlIO_flush
  0.00    132.03     0.00    17310     0.00     0.00  Perl_keyword
  0.00    132.03     0.00    17198     0.00     0.00  Perl_intro_my
  0.00    132.03     0.00    16737     0.00     0.00  Perl_pp_lslice
  0.00    132.03     0.00    16562     0.00     0.00  Perl_op_linklist
  0.00    132.03     0.00    16556     0.00     0.00  Perl_save_pptr
  0.00    132.03     0.00    16333     0.00     0.00  Perl_sv_add_backref
  0.00    132.03     0.00    16236     0.00     0.00  Perl_keyword_plugin_standard
  0.00    132.03     0.00    15823     0.00     0.00  Perl_pp_time
  0.00    132.03     0.00    14229     0.00     0.00  Perl_pp_anoncode
  0.00    132.03     0.00    14192     0.00     0.00  Perl_pp_entertry
  0.00    132.03     0.00    14183     0.00     0.00  Perl_mg_copy
  0.00    132.03     0.00    14172     0.00     0.00  Perl_mg_clear
  0.00    132.03     0.00    14144     0.00     0.00  Perl_pp_leavetry
  0.00    132.03     0.00    14107     0.00     0.00  Perl_magic_clearsig
  0.00    132.03     0.00    14072     0.00     0.00  Perl_newGP
